,,,,,,,DATE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ANALYST,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,MODEL,,,,,,,,,,,,,,,,,,,,,,,
,,SUB_acitivities,Key Parts,"STEP
NO.","HAND
R/L","METHOD STEP DESCRIPTION
获得控制 对象 （从地点）[放/移动/启动]  [定位/地点]",SEQUENCE MODELS,,,,,,,,,,,,,,Freq.,SIMO,TMU,,,,,,,
,,,关键部件,步骤,手,获得控制 对象 （从地点）[放/移动/启动]  [定位/地点],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,                              G                          A                 [P/M/X]                        A,Get,,,,,,,,Put/Move/Actuate,,,,Return,,,,,,,,,,,
,,拿取風槍清潔放置DIMM材料盒的DIMM,DIMM,,BH,雙手從料架拿取DIMM材料盒放到潔淨棚的工作台,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,,,,LH,左手抓握DIMM材料盒保持住,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,,,,RH,右手抓握風槍按動按鈕並吹風清潔DIMM,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,,,,RH,右手抓握風槍放風槍到規定位置處,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,,,,LH,左手抓握DIMM材料盒放DIMM材料盒到規定位置處,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,拿取主板，去除包裝袋，將主板放置工作台,主板,,BH,右手從料架拿取主板保持住,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,,,,LH,左手抓握主板的包装袋去除,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,,,,LH,左手重新抓握主板的包装袋放到料架,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,,,,BH,雙手重新抓握主板放到潔淨棚的工作台,A,0,B,0,G,0,M,0,X,0,I,0,A,0,1,N,0,,,,,,,
,,貼附Label到主板規定位置處,Label/主板,,RH,右手從DIMM材料盒拿取Label貼附到主板,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,拿取風槍清潔DIMM卡槽,DIMM卡槽,,RH,右手抓握風槍按動按鈕並吹風清潔DIMM卡槽,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,雙手掰開DIMM卡槽的卡扣,DIMM卡槽,,LH,雙手接觸DIMM卡槽的左右卡扣推開並確認卡扣推到規定位置,A,0,B,0,G,0,A,0,B,0,P,0,A,0,11,N,0,,,,,,,
,,雙手拿取DIMM組於DIMM卡槽 (依據配置要求),DIMM,,RH,,A,0,B,0,G,0,M,0,X,0,I,0,A,0,1,N,0,,,,,,,
,,拿取主板放置於DIMM壓合治具,DIMM,,RH,,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,確認DIMM點位，並按壓DIMM壓合治具的把手 (依據配置要求),DIMM壓合治具,,BH,,A,0,B,0,G,0,A,0,B,0,P,0,A,0,1,N,0,,,,,,,
,,雙手將主板裝入機箱,主板/機箱,,LH,,A,0,B,0,G,0,M,0,X,0,I,0,A,0,1,Y,0,,,,,,,
,,從料架上拿取假DIMM，去除其包裝袋,假DIMM,,RH,,A,0,B,0,G,0,M,0,X,0,I,0,A,0,1,N,0,,,,,,,
,,拿取假DIMM組於DIMM卡槽 (依據配置要求),假DIMM,,LH,,A,0,B,0,G,0,M,0,X,0,I,0,A,0,1,N,0,,,,,,,
,,雙手按壓假DIMM，並檢查是否壓合到位,假DIMM,,RH,,A,0,B,0,G,0,M,0,X,0,I,0,A,0,1,N,0,,,,,,,
,,拿取電動起子，依圖示鎖附兩顆螺絲,螺絲,,LH,,A,0,B,0,G,0,M,0,X,0,I,0,A,0,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,3,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,N,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,N,0,,,,,,,
